"stop_id","stop_code","stop_name","stop_lon","stop_lat"
"9400ZZSDBCK0","","Buckfastleigh (South Devon Railway)","-3.768854","50.48288"
"9400ZZSDSTV0","","Staverton (South Devon Railway)","-3.715049","50.46106"
"9400ZZSDTOT0","","Totnes (South Devon Railway)","-3.685945","50.439"
"9400ZZLUHPC2","","Willow Lawn (Ruislip Lido Railway)","-0.432571","51.59164"
"9400ZZLUBNK8","","Haste Hill (Ruislip Lido Railway)","-0.429009","51.59655"
"9400ZZRLWLN1","","Woody Bay (Ruislip Lido Railway)","-0.427091","51.58939"
"9400ZZRLWBY1","","Hyde Park Corner Underground Station","-0.152441","51.50303"
"9400ZZRLHHL1","","Bank Underground Station","-0.088954","51.51342"
"490000345Z","","Hallsville Road","0.011065","51.513027"
"910GWATRLMN","","Waterloo Mainline","-0.11222","51.503703"
"490005204Z","","Chislehurst Sainsbury's","0.066852","51.418832"
"490G000117","","Colonnades Leisure Park","-0.116035","51.356938"
"680000052222","","",NA,NA
"6200246639","","",NA,NA
"0000SPT11202","","",NA,NA
"0000SPT14296","","",NA,NA
"0000SPT14295","","",NA,NA
"0000SPT19699","","",NA,NA
"0000SPT19591","","",NA,NA
"0000SPT19747","","",NA,NA
"0000SPT19783","","",NA,NA
"0000SPT22087","","",NA,NA
"0000SPT2871","","",NA,NA
"0000SPT24660","","",NA,NA
"0000SPT23016","","",NA,NA
"0000SPT17932","","",NA,NA
"0000SPT24951","","",NA,NA
"0000SPT20098","","",NA,NA
"0000SPT25032","","",NA,NA
"5710WDB48487","cditpmt","Eastern High School (Travelling North West)","-3.11222681","51.51316986"
"5210WDB48355","pemgwgj","Cross Cottage (Travelling South West) Opp","-4.85978417","51.86120336"
"5210WDB48354","pemgwgd","Cross Cottage (Travelling North East) Outside","-4.85996789","51.86135178"
"5210WDB48359","pemgwgw","Little Newcastle (Travelling East) Near Green","-4.94006483","51.92258323"
"5210WDB48358","pemgwgt","Little Newcastle (Travelling West) Near Green","-4.94008346","51.92264572"
"5520WDB48325","rhotdaw","Porth Square (Travelling North West) opp Station Street","-3.4091287","51.6117673"
"5210WDB48356","pemgwgm","Rhosfach (Travelling North West)","-4.74301711","51.92015824"
"5210WDB48357","pemgwgp","Rhosfach (Travelling South East)","-4.74289132","51.92024212"
"5400WDB48356","gwntwpd","Llyfrgell / Library (Travelling West)","-3.87988159","52.74642298"
"5400WDB48355","gwntwpa","Uwch Y Maes (Travelling South)","-3.87586064","52.73973455"
"5310WDB47993","nwpgtap","Lower Dock Street (Travelling South East)","-2.98664247","51.58144364"
"5120FLX17041","fliawpj","Blantern Road (Travelling South West)","-2.99771951","53.14598161"
"5120FLX17072","fliawpd","Higher Kinnerton Church (Travelling North West)","-3.00376192","53.1435037"
"5220WDB48585","crmadgt","Cwm Aur (Travelling North)","-4.1490243","52.06985614"
"5110WDB48444","dbgjmja","Cwm Crossroads (Travelling North)","-3.40704788","53.2851238"
"5110WDB48442","dbgjmgt","Beverley Drive (Travelling East)","-3.4215799","53.3333418"
"5110WDB48443","dbgjmgw","Beverley Drive (Travelling West)","-3.42154718","53.33326129"
"5310WDB47994","nwpgtat","John Frost School (Travelling North) in School Grounds","-3.01051937","51.55893209"
"5400AWP26518","gwndatd","Laura Ashley (Travelling North West)","-4.25324882","53.13973307"
"0610CH19166","chwadpt","Chester Bus Interchange (Travelling ) Stand K","-2.88867619","53.19435346"
"5540WDB24098","cpyjtjw","Nant y Hwyad (Travelling West)","-3.24006279","51.57878724"
"5310WDB47992","nwpgtam","Llanwern Clock (Travelling South) opp","-2.93694882","51.57568273"
"5610WDB48394","powmtga","Clatterbrune (Travelling South East) Near","-2.99781791","52.27004297"
"5610WBD48399","powmtgt","Radnorshire Car Park (Travelling North West)","-3.00925712","52.2742792"
"5610WBD48400","powmtgw","Knighton Road (Travelling North West) Near Park","-3.0141115","52.2763414"
"5610WBD48397","powmtgm","Presteigne Road (Travelling North West) Opp Grove Cl","-3.04281406","52.33828829"
"5610WDB48396","powmtgj","Presteigne Road (Travelling South West) NR Grove Close","-3.0426065","52.33820021"
"5610WBD48401","powmtja","Knighton Road (Travelling South East) Near Park","-3.01399673","52.27645027"
"5820WDB48456","nptmajm","Port Talbot Parkway (Travelling ) Stand 6","-3.78097395","51.5926134"
"5540WDB24094","cpyjtjd","Waungoch Road (Travelling South) adj","-3.17355058","51.67801133"
"5610WBD48406","powmtjt","Station Road (Travelling North)","-3.40188065","52.1529993"
"5610WBD48407","powmtjw","Station Road (Travelling South)","-3.40167552","52.15298376"
"5820WDB48455","nptmajg","Port Talbot Parkway (Travelling ) Stand 5","-3.78087084","51.59256102"
"5610WBD48402","powmtjd","Josephs Pitch (Travelling East)","-3.39543577","52.15070209"
"5610WBD48409","powmtmd","Crickhowell CP School (Travelling South East)","-3.14036365","51.86337358"
"5610WBD48411","powmtmj","Crickhowell Health Centre (Travelling South East)","-3.13431879","51.85688635"
"5610WBD48410","powmtmg","Crickhowell Health Centre (Travelling North West)","-3.13438934","51.85680475"
"5610WBD48408","powmtma","Chrickhowell CP School (Travelling North West)","-3.14046301","51.86328271"
"5610WBD48403","powmtjg","Josephs Pitch (Travelling West)","-3.39528881","52.15067686"
"5540WDB48083","cpyjtmt","Vale View (Travelling East) opp","-3.23469201","51.68085517"
"5540WDB48082","cpyjtmp","Bargoed Methodist Church (Travelling North) o/s","-3.23297335","51.6846767"
"0610CH1054","CHWAGDJ","Chester Bus Interchange (Travelling ) Stand H","-2.88871736","53.19417337"
"0610CH19174","chwadpw","Earls Port (Travelling West) opp","-2.90134666","53.19327843"
"0610CH19048","CHWTJMG","Delamere Street (Travelling North East) Stop 3","-2.89295584","53.19501362"
"5540WDB24099","cpyjtma","Abertridwr Spar (Travelling East) opp","-3.26765379","51.59580166"
"5220WDB48603","crmadja","Y Fron (Travelling East)","-4.096262","51.80403437"
"5220WDB48586","crmadgt","Nant y Glo (Travelling North)","-4.16595597","51.77945303"
"5220WDB48589","crmadgt","Heol y Parc (Travelling North)","-4.09656427","51.80398401"
"5520WDB48319","rhotdad","Navigation Park (Travelling North) o/s","-3.32668305","51.64169087"
"5220WDB48591","crmadgt","Heol Llethryd (Travelling North)","-4.17575401","51.78302191"
"5820WDB48453","nptmaja","Port Talbot Parkway (Travelling ) Stand 3","-3.78062063","51.59243892"
"0610CH19168","chwadpt","Chester Bus Interchange (Travelling ) Stand M","-2.88921961","53.19457413"
"5210WDB48360","pemgwja","Sandy Hill Road (Travelling North East) opp. Sandy Hill Park","-4.70865071","51.70592384"
"5210WDB48361","pemgwjd","Sandy Hill Road (Travelling South West) NR.Sandy Hill Park","-4.70858859","51.70585333"
"5820WDB48451","nptmaga","Bus Station (Travelling ) Stand 1","-3.78032679","51.59230849"
"5820WDB48454","nptmajd","Port Talbot Parkway (Travelling ) Stand 4","-3.78076738","51.59249964"
"5220WDB48587","crmadgt","Bryngwyddil (Travelling North West)","-4.19778045","51.78934744"
"5220WDB48588","crmadgt","Ysguborwen (Travelling South East)","-4.19772425","51.78938446"
"5110WDB48441","dbgjmgp","Froncysyllte Community Centre (Travelling South) Opp","-3.0887232","52.96584308"
"5120WDB22848","flimptd","Flintshire County Hall (Travelling South West)","-3.1346157","53.17601184"
"5710WDB48492","cditptj","Pendragon Close (Travelling North West) Near","-3.2000981","51.53593417"
"5710WDB48491","cditptg","Avonridge (Travelling North) opp","-3.20296554","51.53805385"
"5710WDB48490","cditptd","Merlin Close (Travelling West) Near","-3.19675111","51.53640897"
"5710WDB48482","cditpma","Orange Grove (Travelling South East) Corner of Maple Road","-3.25232222","51.49552701"
"5710WDB48483","cditpmd","Beechley Drive (Travelling South East) Corner of Orange Grove","-3.2496963","51.49432313"
"5710WDB48479","cditpjm","Aberdaron Road (Travelling South West) Near 1","-3.11286716","51.51401801"
"0610CH19165","chwadpm","Chester Bus Interchange (Travelling ) Stand J","-2.88844928","53.19423829"
"5540WDB48081","cpyjtmj","Senghenydd Turning Circle (Travelling South West)","-3.28005309","51.61368666"
"5610WBD48413","powpjgp","Tanners Arms (Travelling South West)","-3.56433964","51.93684272"
"5610WBD48412","powpjgm","Tanners Arms (Travelling North West)","-3.56408308","51.9374126"
"5220WDB48593","crmadgw","Lamb of Rhos (Travelling North)","-4.36222583","51.99777235"
"5220WDB48595","crmadgw","Glanaran (SW) (Travelling South West)","-4.4555707","52.03775897"
"5220WDB48596","crmadgw","Farm Lane (SW) (Travelling South West)","-4.50662607","52.04071194"
"5220WDB48597","crmadgw","Allt-y-Bwla Farm (NW) (Travelling North West)","-4.53861337","52.05215792"
"5220WDB48598","crmadgw","Llandygwydd Cemetery (W) (Travelling West)","-4.5858187","52.06180535"
"5230WDB48356","cejadad","Nantcrymanau (NW) (Travelling North West)","-4.61155561","52.06906125"
"5230WDB48357","cejadad","Croesyllan (NW) (Travelling North West)","-4.62200612","52.07258808"
"5220WDB48592","crmadgw","Rock & Fountain (Travelling North West)","-4.34243902","51.90811617"
"5230WDB48358","cejadad","Croesyllan (SE) (Travelling South East)","-4.621925","52.0726978"
"5230WDB48359","cejadad","Nantcrymanau (SE) (Travelling South East)","-4.61164935","52.06916708"
"5230WDB48360","cejadad","Llandygwydd Cemetery (E) (Travelling East)","-4.58667785","52.06202929"
"5230WDB48361","cejadad","Allt-y-Bwla Farm (SE) (Travelling South East)","-4.53817916","52.05196045"
"5220WDB48599","crmadja","Farm Lane (NE) (Travelling North East)","-4.50660297","52.04082035"
"5220WDB48594","crmadgw","Gilwen (Travelling North East)","-4.44881765","52.03985999"
"5220WDB48600","crmadja","Lamb of Rhos (S) (Travelling South)","-4.36210515","51.99769383"
"5220WDB48601","crmadja","Cynwyl Elfed Station (SE) (Travelling South East)","-4.34816027","51.91243546"
"5220WDB48602","crmadja","Rock & Fountain (SE) (Travelling South East)","-4.34243525","51.90832307"
"5720WDB48437","vglmaja","Barry Asda (Travelling South West) Near Crossing","-3.27904968","51.39736908"
"5720WDB48436","vglpdtm","The Quays (Travelling South) o/s","-3.27876635","51.39545686"
"5720WDB48438","vglmajd","The Quays (Travelling North West) Near Crossing","-3.27845515","51.394606"
"5520WDB48324","rhotdat","Edwardian Way (Travelling West) Nr","-3.37365207","51.52398592"
"5520WDB48323","rhotdap","Acorn Close (Travelling West) Nr","-3.3770571","51.52361328"
"5520WDB48322","rhotdam","YGGG Llantrisant (Travelling North) OS School","-3.37911432","51.52586408"
"5520WDB48321","rhotdaj","Oaklands (Travelling East) Nr","-3.37730214","51.52647885"
"5520WDB48320","rhotdag","Maes Wennol (Travelling East) Nr","-3.37386815","51.52637526"
"3390S9","ntmwtjp","Coach Stop S9 (Travelling East) Stop S9","-1.14327007","52.94788803"
"43002103108","nwmapdj","Birmingham Coach Station (Travelling ) Stand 8","-1.88858052","52.47518297"
"43001321701","nwmwpgj","Navigation Street (Travelling South East)","-1.90275233","52.47789242"
"3390S10","ntmwtjp","Coach Stop S10 (Travelling East) Stop S10","-1.14137682","52.94804517"
"0610CH19051","CHWTJMT","Chester Bus Interchange (Travelling ) Stand N","-2.88950545","53.19464391"
"228000289456","grimjgj","Abbey Walk (Travelling West) adj","-0.08482193","53.56482316"
"1800BNIN0G1","MANWADW","Bolton Interchange (Travelling ) Stand G","-2.42715221","53.57550475"
"4400CY0365","wsxamja","South Terminal Coach Station (Travelling North) Stand 6","-0.15943651","51.1565734"
"0610CH1053","CHWAGDG","Bus Interchange (Travelling ) Stand F","-2.88929239","53.19447471"
"0610EP1370A","CHWJWMT","Lundy Drive (Travelling North West) opp","-2.8989528","53.25910597"
"0610EP1373A","CHWJWMW","Wight Close (Travelling North West) opp","-2.89439732","53.26206169"
"1800BNIN0P1","MANWAGA","Bolton Interchange (Travelling ) Stand P","-2.42735152","53.57580065"
"2500LAA16689","lanpapt","Morrisons (Travelling South) by","-2.66084505","53.72940081"
"2500LAA16692","lanpapw","Trades Hall (Travelling North) by","-2.66121669","53.7299021"
"1800BNIN0W1","MANWAGJ","Bolton Interchange (Travelling ) Stand W","-2.42753592","53.57611459"
"1800BNIN0A1","MANWADT","Bolton Interchange (Travelling ) Stand A","-2.4281208","53.57570802"
"1800SB18811","MANTWTG","Arora Hotel (Travelling North West) Stop SG","-2.24179372","53.47830161"
"1800BNIN0T1","MANWAGA","Bolton Interchange (Travelling ) Stand T","-2.42744394","53.57598009"
"1800WK00321","MANWAGD","Dorning St (Travelling South West) Stop D","-2.63463728","53.54603617"
"1800WK00341","MANWAGJ","Crawford St (Travelling North West) opp","-2.63459769","53.54540718"
"1800BNIN0X1","MANWAGJ","Bolton Interchange (Travelling ) Stand X","-2.42755138","53.57615048"
"1800WK00801","MANWAGP","Sougher's Lane (Travelling South) opp","-2.65138284","53.50631564"
"1800BNIN0Y1","MANWAGJ","Bolton Interchange (Travelling ) Stand Y","-2.42758204","53.57619532"
"9400ZZMAMIL1","mantpwd","Milnrow (Manchester Metrolink) (Travelling )","-2.11199875","53.6079801"
"9400ZZMAMIL2","mantpwd","Milnrow (Manchester Metrolink) (Travelling )","-2.11180235","53.60800725"
"9400ZZMAFWH1","mantpmt","Failsworth (Manchester Metrolink) (Travelling )","-2.16290433","53.51070379"
"9400ZZMAFWH2","mantpmw","Failsworth (Manchester Metrolink) (Travelling )","-2.1626631","53.51071311"
"9400ZZMABNR1","mantwda","Burton Road (Manchester Metrolink) (Travelling )","-2.24064111","53.42908292"
"9400ZZMABNR2","mantwda","Burton Road (Manchester Metrolink) (Travelling )","-2.24050597","53.42913713"
"9400ZZMAKNY2","mantwag","Kingsway Business Park (Manchester Metrolink) (Travelling )","-2.12423518","53.61123073"
"9400ZZMACHO1","mantpgt","Chorlton (Manchester Metrolink) (Travelling )","-2.27335659","53.4426211"
"9400ZZMACHO2","mantpjd","Chorlton (Manchester Metrolink) (Travelling )","-2.27365884","53.44280018"
"9400ZZMACRN1","mantpgw","Cornbrook (Manchester Metrolink) (Travelling )","-2.2676874","53.46996798"
"9400ZZMACRN2","mantpjd","Cornbrook (Manchester Metrolink) (Travelling )","-2.26744665","53.47001346"
"9400ZZMANBD1","mantpwd","Newbold (Manchester Metrolink) (Travelling )","-2.13566888","53.61340243"
"9400ZZMANBD2","mantpwg","Newbold (Manchester Metrolink) (Travelling )","-2.13535131","53.61335785"
"9400ZZMANEW1","mantpmt","Newton Heath & Moston (Manchester Metrolink) (Travelling )","-2.18394129","53.50417461"
"9400ZZMANHY1","mantpwd","Newhey (Manchester Metrolink) (Travelling )","-2.0949799","53.60082223"
"9400ZZMANHY2","mantpwd","Newhey (Manchester Metrolink) (Travelling )","-2.09496505","53.60093909"
"9400ZZMAOKS1","mantwgd","Oldham King Street (Manchester Metrolink) (Travelling )","-2.11703856","53.53957431"
"9400ZZMAOKS2","mantwgj","Oldham King Street (Manchester Metrolink) (Travelling )","-2.11718931","53.53952023"
"9400ZZMASHA1","mantpwa","Shaw and Crompton (Manchester Metrolink) (Travelling )","-2.089639","53.57630635"
"9400ZZMASHA2","mantpwa","Shaw and Crompton (Manchester Metrolink) (Travelling )","-2.08951832","53.57636936"
"9400ZZMASTW2","mantpjd","St Werburgh's Road (Manchester Metrolink) (Travelling )","-2.26545873","53.4387469"
"9400ZZMARRS1","mantpwg","Rochdale Railway Station (Manchester Metrolink) (Travelling )","-2.15449409","53.61102465"
"9400ZZMARRS2","mantpwg","Rochdale Railway Station (Manchester Metrolink) (Travelling )","-2.15440324","53.61097983"
"9400ZZMAMON1","mantpmp","Monsall (Manchester Metrolink) (Travelling )","-2.21061175","53.50111942"
"9400ZZMAMON2","mantpmt","Monsall (Manchester Metrolink) (Travelling )","-2.21061135","53.50103853"
"9400ZZMANEW2","mantwtg","Newton Heath & Moston (Manchester Metrolink) (Travelling )","-2.18344396","53.50422032"
"9400ZZMAVIC4","mantwtg","Victoria (Manchester Metrolink) (Travelling )","-2.24172693","53.48774861"
"9400ZZMAFRE2","mantpta","Freehold (Manchester Metrolink) (Travelling )","-2.13719272","53.53803381"
"9400ZZMAGMX1","mantpgw","Deansgate-Castlefield (Manchester Metrolink) (Travelling )","-2.25018057","53.47476984"
"9400ZZMAHOL1","mantpmw","Hollinwood (Manchester Metrolink) (Travelling )","-2.1474505","53.51997294"
"9400ZZMAHOL2","mantpmw","Hollinwood (Manchester Metrolink) (Travelling )","-2.14729843","53.51961359"
"9400ZZMAWIT1","mantwda","Withington (Manchester Metrolink) (Travelling )","-2.24928591","53.43268756"
"9400ZZMAWIT2","mantwda","Withington (Manchester Metrolink) (Travelling )","-2.24937695","53.4328132"
"9400ZZMAWTD1","mantwdg","West Didsbury (Manchester Metrolink) (Travelling )","-2.23625135","53.42453451"
"9400ZZMAWTD2","mantwdg","West Didsbury (Manchester Metrolink) (Travelling )","-2.23602578","53.42456192"
"9400ZZMAWWD1","mantwgd","Westwood (Manchester Metrolink) (Travelling )","-2.12597965","53.54236059"
"9400ZZMAWWD2","mantwgd","Westwood (Manchester Metrolink) (Travelling )","-2.1258738","53.54228879"
"9400ZZMASTW1","mantpgt","St Werburgh's Road (Manchester Metrolink) (Travelling )","-2.2654735","53.43870192"
"9400ZZMAEXS1","mantwmj","Exchange Square (Manchester Metrolink) (Travelling )","-2.24270244","53.48439394"
"9400ZZMAEXS2","mantwmp","Exchange Square (Manchester Metrolink) (Travelling )","-2.24262796","53.4845469"
"9400ZZMAFIR1","mantpgt","Firswood Station (Manchester Metrolink) (Travelling )","-2.27773383","53.45127593"
"9400ZZMAFIR2","mantpjd","Firswood Station (Manchester Metrolink) (Travelling )","-2.27768872","53.45128502"
"9400ZZMAOMP1","mantpta","Oldham Mumps (Manchester Metrolink) (Travelling )","-2.10322394","53.54247232"
"9400ZZMAOMP2","mantpwg","Oldham Mumps (Manchester Metrolink) (Travelling )","-2.10351037","53.54235523"
"9400ZZMATRA1","mantpgw","Trafford Bar (Manchester Metrolink) (Travelling )","-2.27711022","53.46187482"
"9400ZZMATRA2","mantpjd","Trafford Bar (Manchester Metrolink) (Travelling )","-2.27701933","53.46179413"
"9400ZZMACTP1","mantpmt","Central Park (Manchester Metrolink) (Travelling )","-2.19917179","53.50162443"
"9400ZZMACTP2","mantpmt","Central Park (Manchester Metrolink) (Travelling )","-2.19915633","53.50154356"
"9400ZZMADER1","mantpwa","Derker (Manchester Metrolink) (Travelling )","-2.10171772","53.54991596"
"9400ZZMADER2","mantpwa","Derker (Manchester Metrolink) (Travelling )","-2.1015514","53.54979027"
"9400ZZMADID1","mantwdg","Didsbury Village (Manchester Metrolink) (Travelling )","-2.22862482","53.41669338"
"9400ZZMADID2","mantwdj","Didsbury Village (Manchester Metrolink) (Travelling )","-2.22841419","53.41669378"
"9400ZZMAEDY1","mantwdj","East Didsbury (Manchester Metrolink) (Travelling )","-2.21739227","53.41208527"
"9400ZZMAEDY2","mantwdj","East Didsbury (Manchester Metrolink) (Travelling )","-2.21715129","53.41203178"
"9400ZZMASCH1","mantpmw","South Chadderton (Manchester Metrolink) (Travelling )","-2.14537633","53.52646509"
"9400ZZMASCH2","mantpmw","South Chadderton (Manchester Metrolink) (Travelling )","-2.14521037","53.52645631"
"9400ZZMAKNY1","mantwad","Kingsway Business Park (Manchester Metrolink) (Travelling )","-2.12322165","53.61094416"
"9400ZZMAVIC1","mantwtg","Victoria (Manchester Metrolink) (Travelling )","-2.24187836","53.48787414"
"9400ZZMASTP3","mantwpt","St Peter's Square (Manchester Metrolink) (Travelling )","-2.24313378","53.4781371"
"9400ZZMARIN1","mantwdw","Rochdale Interchange (Manchester Metrolink) (Travelling )","-2.15509171","53.61736059"
"9400ZZMAOMC1","mantwgj","Oldham Central (Manchester Metrolink) (Travelling )","-2.11233261","53.54027993"
"9400ZZMAOMC2","mantwgj","Oldham Central (Manchester Metrolink) (Travelling )","-2.11224198","53.54024406"
"9400ZZMAFRE1","mantpta","Freehold (Manchester Metrolink) (Travelling )","-2.13871455","53.53738489"
"9400ZZMASTP2","mantpgw","St Peters Square (Manchester Metrolink) (Travelling )","-2.2430297","53.47838"
"9400ZZMAGMX3","mantwpm","Deansgate-Castlefield (Manchester Metrolink) (Travelling )","-2.25031553","53.4746617"
"250020305","lanawaj","Ryelands Park (Travelling West) opp","-2.80638657","54.0557297"
"2500CAT00001","","Stubbins Lane (Travelling South) adj","-2.75981328","53.87578879"
"2800S42038C","merdjam","St Johns Market (Travelling North East) Stop GC","-2.98012372","53.40625487"
"1800EB00021","MANWAGT","The Huntington (Travelling North) o/s","-2.19419126","53.45757125"
"1800BNIN0D1","MANWADT","Bolton Interchange (Travelling ) Stand D","-2.42724182","53.57540556"
"1800WK00271","MANWAGD","Market Hall (Travelling South West) Stop K","-2.63263311","53.54927366"
"1800WK00331","MANWAGD","Market Hall (Travelling South West) Stop G","-2.63350023","53.54872077"
"2590B2027","blpampt","Brunswick Street (Travelling North) opp","-3.05547078","53.81217096"
"1800BNIN0U1","MANWAGA","Bolton Interchange (Travelling ) Stand U","-2.42747469","53.57603391"
"9400ZZMALWY2","mantpjp","Langworthy (Manchester Metrolink) (Travelling )","-2.29630928","53.48066857"
"9400ZZMAMCU1","mantpjm","MediaCityUK (Manchester Metrolink) (Travelling )","-2.29733455","53.47214495"
"9400ZZMAVPK2","mantpwp","Velopark (Manchester Metrolink) (Travelling )","-2.19311335","53.48218342"
"9400ZZMAVPK1","mantpwm","Velopark (Manchester Metrolink) (Travelling )","-2.19330953","53.48224602"
"9400ZZMACLN1","mantpwp","Clayton Hall (Manchester Metrolink) (Travelling )","-2.18256783","53.48280224"
"9400ZZMACLN2","mantpwp","Clayton Hall (Manchester Metrolink) (Travelling )","-2.18208543","53.48275803"
"9400ZZMANIS1","mantpwj","New Islington (Manchester Metrolink) (Travelling )","-2.2197648","53.48115758"
"9400ZZMANIS2","mantpwj","New Islington (Manchester Metrolink) (Travelling )","-2.21982414","53.4809777"
"9400ZZMAELN2","mantpwp","Edge Lane (Manchester Metrolink) (Travelling )","-2.16541162","53.48084081"
"9400ZZMAEXC1","mantpjg","Exchange Quay (Manchester Metrolink) (Travelling )","-2.28242047","53.4676959"
"9400ZZMAEXC2","mantpjg","Exchange Quay (Manchester Metrolink) (Travelling )","-2.28228472","53.46766926"
"9400ZZMAPGD1","mantpjg","Piccadilly Gardens (Manchester Metrolink) (Travelling )","-2.2370586","53.48029756"
"9400ZZMAPGD2","mantpjg","Piccadilly Gardens (Manchester Metrolink) (Travelling )","-2.23704329","53.48025264"
"9400ZZMAPIC1","mantpjd","Piccadilly (Manchester Metrolink) (Travelling )","-2.23121099","53.47731587"
"9400ZZMAPIC2","mantpjd","Piccadilly (Manchester Metrolink) (Travelling )","-2.23122479","53.47708214"
"9400ZZMAPOM1","mantpjg","Pomona (Manchester Metrolink) (Travelling )","-2.27791528","53.46521666"
"9400ZZMAPOM2","mantpjg","Pomona (Manchester Metrolink) (Travelling )","-2.27791504","53.46518071"
"9400ZZMALDY1","mantpjp","Ladywell (Manchester Metrolink) (Travelling )","-2.32687789","53.48393252"
"9400ZZMALDY2","mantpjt","Ladywell (Manchester Metrolink) (Travelling )","-2.32689365","53.48402236"
"9400ZZMALWY1","mantpjp","Langworthy (Manchester Metrolink) (Travelling )","-2.29563003","53.48049947"
"9400ZZMAAMO1","mantwdp","Ashton Moss (Manchester Metrolink) (Travelling )","-2.12194772","53.48371552"
"9400ZZMAAMO2","mantwdt","Ashton Moss (Manchester Metrolink) (Travelling )","-2.12203747","53.48348173"
"9400ZZMABWY2","mantpjp","Broadway (Manchester Metrolink) (Travelling )","-2.29488241","53.47482061"
"9400ZZMACEM1","mantwad","Cemetery Road (Manchester Metrolink) (Travelling )","-2.15502614","53.47991096"
"9400ZZMACEM2","mantwad","Cemetery Road (Manchester Metrolink) (Travelling )","-2.15502581","53.47982108"
"9400ZZMAGMX2","mantpja","Deansgate-Castlefield (Manchester Metrolink) (Travelling )","-2.25043659","53.47475133"
"9400ZZMAHCY1","mantpjm","Harbour City (Manchester Metrolink) (Travelling )","-2.29174307","53.47401037"
"9400ZZMAHCY2","mantpjm","Harbour City (Manchester Metrolink) (Travelling )","-2.28954543","53.47430335"
"9400ZZMAWST1","mantpjp","Weaste (Manchester Metrolink) (Travelling )","-2.30772848","53.48239244"
"9400ZZMAWST2","mantpjp","Weaste (Manchester Metrolink) (Travelling )","-2.30768386","53.48247345"
"9400ZZMAAUL2","mantwdt","Ashton-Under-Lyne (Manchester Metrolink) (Travelling )","-2.09812326","53.49030805"
"9400ZZMAAWT1","mantwdt","Ashton West (Manchester Metrolink) (Travelling )","-2.10974348","53.49028893"
"9400ZZMAAWT2","mantwdt","Ashton West (Manchester Metrolink) (Travelling )","-2.10992402","53.49016293"
"9400ZZMABWY1","mantpjp","Broadway (Manchester Metrolink) (Travelling )","-2.29506295","53.47478421"
"9400ZZMADRO1","mantwad","Droylsden (Manchester Metrolink) (Travelling )","-2.14518538","53.47951886"
"9400ZZMADRO2","mantwad","Droylsden (Manchester Metrolink) (Travelling )","-2.1444919","53.47941185"
"9400ZZMAECC1","mantpjt","Eccles (Manchester Metrolink) (Travelling )","-2.33454151","53.48307537"
"9400ZZMAECS1","mantpwm","Etihad Campus (Manchester Metrolink) (Travelling )","-2.20221497","53.48535924"
"9400ZZMAECS2","mantpwm","Etihad Campus (Manchester Metrolink) (Travelling )","-2.20063264","53.48536191"
"9400ZZMAELN1","mantpwp","Edge Lane (Manchester Metrolink) (Travelling )","-2.16512546","53.48087716"
"9400ZZMAHTN1","mantpwm","Holt Town (Manchester Metrolink) (Travelling )","-2.21228599","53.48320251"
"9400ZZMAHTN2","mantpwm","Holt Town (Manchester Metrolink) (Travelling )","-2.21203004","53.4832479"
"9400ZZMAANC1","mantpjm","Anchorage (Manchester Metrolink) (Travelling )","-2.28607993","53.47425777"
